Kode,Nama Paket,Instansi,Tahap,HPS
1169119,Asisten Tenaga Ahli Muda Permukiman dan Perumahan untuk Monitoring dan Evaluasi Kegiatan Sekretariat Slum Alleviation Policy and Action Plan (SAPOLA) Tahun Anggaran 2013 - 2014 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,72 Jt
1168119,Pengadaan Perlengkapan Peserta Gerak Jalan Pemilu 2014 spse 3  Pengadaan Barang - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Komisi Pemilihan Umum,Tender Sudah Selesai,1 M
1166119,PENGADAAN JASA KONSULTANSI PENILAIAN PENCAPAIAN STANDAR KUALITAS PELAYANAN JASA TELEPONI DASAR spse 3  Jasa Konsultansi Badan Usaha - TA 2014 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"2,1 M"
1165119,JASA KONSULTAN SURVEY PELAYANAN PUBLIK DITJEN SDPPI spse 3  Jasa Konsultansi Badan Usaha - TA 2014 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,335 Jt
1158119,Pengadaan Meubelair Gedung A dan B Lantai 2 dan 3 spse 3  Pengadaan Barang - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,2 M
1157119,Pengadaan Jasa Konsultansi Pengawasan Renovasi Gedung A & B Lantai 1 & 2 spse 3  Jasa Konsultansi Badan Usaha - TA 2014 - Seleksi Sederhana - Prakualifikasi Satu File Biaya TerendahNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"173,2 Jt"
1153119,Outsourcing Jasa Keamanan Tender Ulang spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"484,3 Jt"
1150119,Jasa Pengadaan dan Distribusi Segel dan Hologram Pemilu Tahun 2014 Paket 2 spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Komisi Pemilihan Umum,Tender Sudah Selesai,"6,1 M"
1148119,Jasa Pengadaan dan Distribusi Segel dan Hologram Pemilu Tahun 2014 Paket 1 spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Komisi Pemilihan Umum,Tender Sudah Selesai,"6,4 M"
1147119,Jasa Pencetakan dan Distribusi Formulir Seri C dan D serta Daftar Calon Tetap (DCT) Anggota DPR dan DPD Pemilu Tahun 2014 Paket 8 (Jawa Timur dan Papua Barat) spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Komisi Pemilihan Umum,Tender Sudah Selesai,"11,3 M"
1146119,Jasa Pencetakan dan Distribusi Formulir Seri C dan D serta Daftar Calon Tetap (DCT) Anggota DPR dan DPD Pemilu Tahun 2014 Paket 4 (Jawa Barat dan Papua) spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Komisi Pemilihan Umum,Tender Sudah Selesai,"11,4 M"
1145119,"Jasa Pencetakan dan Distribusi Formulir Seri C dan D serta Daftar Calon Tetap (DCT) Anggota DPR dan DPD Pemilu Tahun 2014 Paket 6 (Jawa Tengah, DI Yogyakarta, dan Maluku) spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,Tender Sudah Selesai,"9,3 M"
1144119,"Jasa Pencetakan dan Distribusi Formulir Seri C dan D serta Daftar Calon Tetap (DCT) Anggota DPR dan DPD Pemilu Tahun 2014 Paket 2 (Riau, Jambi, Sumsel, Lampung, Bengkulu, Kep. Riau, dan Babel) spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,Tender Sudah Selesai,"8,5 M"
1143119,"Jasa Pencetakan dan Distribusi Formulir Seri C dan D serta Daftar Calon Tetap (DCT) Anggota DPR dan DPD Pemilu Tahun 2014 Paket 7 (Bali, Nusa Tenggara Barat, dan Nusa Tenggara Timur) spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,Tender Sudah Selesai,"5,5 M"
1142119,"TENAGA TEKNIS BIDANG PENGEMBANGAN KAWASAN STRATEGIS KOORDINASI STRATEGIS KAWASAN STRATEGIS NASIONAL (KSN) PERENCANAAN PROGRAM KAWASAN PENGEMBANGAN EKONOMI TERPADU (KAPET), KAWASAN PERDAGANGAN DAN PELA Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,72 Jt
1141119,"Jasa Pencetakan dan Distribusi Formulir Seri C dan D serta Daftar Calon Tetap (DCT) Anggota DPR dan DPD Pemilu Tahun 2014 Paket 3 (DKI Jakarta, PPLN, Kalbar, Kalteng, Kalsel, Kaltim, dan Banten) spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,Tender Sudah Selesai,8 M
1140119,"Jasa Pencetakan dan Distribusi Formulir Seri C dan D serta Daftar Calon Tetap (DCT) Anggota DPR dan DPD Pemilu Tahun 2014 Paket 5 (Sulut, Sulteng, Sulsel, Sultra, Malut, Gorontalo, dan Sulbar) spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,Tender Sudah Selesai,"8,4 M"
1139119,"Jasa Pencetakan dan Distribusi Formulir Seri C dan D serta Daftar Calon Tetap (DCT) Anggota DPR dan DPD Pemilu Tahun 2014 Paket 1 (Aceh, Sumatera Utara, dan Sumatera Barat) spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,Tender Sudah Selesai,9 M
1138119,Tenaga Teknis Bidang Monitoring Dan Evaluasi Dalam Mendukung Kegiatan Koordinasi Strategis Indonesia Multi Donor Fund Facility For Disaster Recovery  (IMDFFDR) Kementerian PPN/Bappenas Tahun Anggaran  Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,114 Jt
1135119,Pengadaan Outsourcing Cleaning Service spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"434,4 Jt"
1129119,PEMELIHARAAN PERANGKAT SISTEM PENGELOLAAN FREKUENSI RADIO (SPFR) Tender Ulang spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Dua File Sistem NilaiNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"3,8 M"
1128119,Pengadaan Alat Pengolah Data dan Peralatan Pendukung Monev dan Penertiban spse 3  Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"299,8 Jt"
1127119,Tenaga Ahli untuk Staf (Outsource) ID-SIRTII spse 3  Jasa Konsultansi Badan Usaha - TA 2014 - Seleksi Umum - Prakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"2,6 M"
1123119,Tenaga Ahli Pengawas Mekanikal Elektrikal Kementerian PPN/Bappenas Tahun Anggaran 2014 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,108 Jt
1121119,PENGEMBANGAN SIMS TAHAP IV Tender Ulang spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Prakualifikasi Dua File Sistem NilaiNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"44,1 M"
1120119,Jasa Pengadaan dan Distribusi Alat Bantu Tunanetra Dalam Pemilu Tahun 2014 Paket 2  spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Komisi Pemilihan Umum,Tender Sudah Selesai,"2,6 M"
1119119,Jasa Pengadaan  dan Distribusi Alat Bantu Tunanetra Dalam Pemilu Tahun 2014 Paket 1  spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Komisi Pemilihan Umum,Tender Sudah Selesai,"2,7 M"
1118119,Tenaga Ahli Muda Ekonomi dan Keuangan pada Satuan Kerja Pengelola Hibah MCC untuk Tahun Anggaran 2014 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2013 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,120 Jt
1117119,Pengadaan Percetakan Warta Kesra Tender Ulang spse 3  Jasa Lainnya - TA 2013 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan,Tender Sudah Selesai,300 Jt
1115119,"TENAGA TEKNIS BIDANG SISTEM INFORMASI KEUANGANMENDUKUNG KOORDINASI STRATEGIS  KAWASAN STRATEGIS NASIONAL (KSN) PERENCANAAN PROGRAM KAWASAN PENGEMBANGAN EKONOMI TERPADU (KAPET), KAWASAN PERDAGANGAN DAN spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,72 Jt
1114119,"TENAGA TEKNIS BIDANG PERENCANAAN DAN PENGANGGARAN DALAM MENDUKUNG KOORDINASI PERENCANAAN, PENGENDALIAN DAN PERCEPATAN PEMBANGUNAN DAERAH TERTINGGAL DAN DAERAH PASCA KONFLIK (P2DTDPK) TAHUN ANGGARAN 20 spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,72 Jt
1112119,TENAGA TEKNIS BIDANG MONITORING DAN EVALUASI DALAM MENDUKUNGSEKRETARIAT TIM KOORDINASI PERENCANAAN PENGENDALIAN PENANGANAN BENCANA (P3B) TAHUN 2014 spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,90 Jt
1111119,TENAGA TEKNIS BIDANG MANAJEMEN ASET  DALAM MENDUKUNG SEKRETARIAT TIM KOORDINASI PERENCANAAN PENGENDALIAN PENANGANAN BENCANA (P3B)  TAHUN 2014 spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,72 Jt
1109119,Tenaga Teknis Bidang Penganggaran  Dan Manajemen Keuangan Dalam Mendukung Sekretariat Tim Koordinasi Perencanaan Pengendalian Penanganan Bencana (P3B) Tahun 2014 spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,72 Jt
1108119,Pengadaan Jasa Keamanan (Security) spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,435 Jt
1107119,Pengadaan Pencetakan Buletin Bertindak Untuk Rakyat spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Sekretariat Kabinet,Tender Sudah Selesai,"3,6 M"
1106119,Pengadaan Jasa Sewa Kendaraan Dinas/Operasional Kementerian Koordinator Bidang Perekonomian Tahun 2014 spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,"2,6 M"
1105119,Pengadaan Jasa Kebersihan (Cleaning Service) spse 3  Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"453,4 Jt"
1102119,Pemeliharaan Infrastruktur Teknologi Informasi dan Komunikasi (IT Managed Services) Tender Ulang spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"709,9 Jt"
1101119,Pemeliharaan Mesin Absensi Tahun 2014 Tender Ulang spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,494 Jt
1098119,Penyediaan Bandwidth dan Link ID-SIRTII Tender Ulang spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Dua File Sistem NilaiNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,2 M
1097119,Outsourcing Pengemudi Ditjen SDPPI Tahun 2014 Tender Ulang spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"389,3 Jt"
1095119, Pengadaan Pengelolaan Gedung Kemenko Kesra 2014 Tender Ulang spse 3  Jasa Lainnya - TA 2013 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Kesejahteraan Rakyat,Tender Sudah Selesai,"9,4 M"
1092119,Pengadaan Outsourcing Security Driver dan Receptionist Tender Ulang spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"655,1 Jt"
1091119,Jasa Kebersihan Tahun 2014 spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"1,3 M"
1090119,"Tenaga Ahli Perencanaan dan Penganggaran 2 pada Sekretariat Reformasi Perencanaan Dan Penganggaran Deputi Pendanaan Pembangunan – Bappenas Tahun Anggaran 2014
 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"60,6 Jt"
1089119,"Tenaga Ahli Perencanaan dan Penganggaran pada Sekretariat Reformasi Perencanaan Dan Penganggaran 1 Deputi Pendanaan Pembangunan – Bappenas Tahun Anggaran 2014
 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,84 Jt
1088119,Programmer Kegiatan Pengembangan Dan Pemutakhiran Database Pendanaan Pembangunan Tahun 2014 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"126,7 Jt"
1087119,Office Manager Pada Sekretariat Koordinasi Strategis Reformasi Perencanaan dan Penganggaran Tahun Anggaran 2014 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"169,8 Jt"
1086119,Sewa Jaringan Intranet dan Internet SPFR Tender Ulang spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"542,3 Jt"
1085119,Sewa Mesin Fotokopi Kementerian Koordinator Bidang Perekonomian Tahun2014 spse 3  Jasa Lainnya - TA 2013 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,"1,4 M"
1084119,"JASA PENGADAAN DAN DISTRIBUSI TINTA SIDIK JARI PEMILU ANGGOTA DPR, DPD, DAN DPRD TAHUN 2014 PAKET 4 spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,Tender Sudah Selesai,"5,3 M"
1083119,"JASA PENGADAAN DAN DISTRIBUSI TINTA SIDIK JARI PEMILU ANGGOTA DPR, DPD DAN DPRD TAHUN 2014 PAKET 3 spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,Tender Sudah Selesai,"5,2 M"
1082119,"JASA PENGADAAN DAN DISTRIBUSI TINTA SIDIK JARI PEMILU ANGGOTA DPR, DPD DAN DPRD TAHUN 2014 PAKET 2 spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,Tender Sudah Selesai,"4,9 M"
1081119,"JASA PENGADAAN DAN DISTRIBUSI TINTA SIDIK JARI PEMILU ANGGOTA DPR, DPD DAN DPRD TAHUN 2014 PAKET 1 spse 3  Jasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,Tender Sudah Selesai,"5,3 M"
1080119,PENGADAAN SERTIFIKAT REOR BERHOLOGRAM Tender Ulang spse 3  Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,814 Jt
1079119,"Tenaga Ahli Muda Planologi Kajian Koordinasi Strategis Penyusunan Kebijakan, Perencanaan, Pemantauan, Dan Evaluasi Dana Alokasi Khusus (DAK) Sektor Transportasi Tahun Anggaran 2014 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,72 Jt
1078119,"Tenaga Ahli Transportasi Kajian Penyusunan Rencana Pembangunan Jangka Menengah Nasional (RPJMN) Tahun 2015-2019 Sektor Perhubungan dan Jalan 
Tahun Anggaran 2014
 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,84 Jt
1077119,Tenaga Ahli Muda Geographic Information System (GIS) Tahun Anggaran 2014 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,84 Jt
1076119,"Tenaga Ahli Muda Transportasi Program Koordinasi Strategis Penyusunan Kebijakan, Perencanaan, Pemantauan, dan Evaluasi Dana Alokasi Khusus (DAK) Sektor Perhubungan dan Jalan Tahun Anggaran 2014 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Umum - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,60 Jt
1075119,"Tenaga Ahli Ekonomi Pembangunan Kajian Penyusunan Rencana Pembangunan Jangka Menengah Nasional(RPJMN) Tahun 2015-2019 Sektor Perhubungan dan Jalan 
TA. 2014
 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,96 Jt
1074119,Tenaga Ahli Mekanikal/Elektrikal Kementerian PPN/Bappenas Tahun Anggaran 2014 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,108 Jt
1073119,Tenaga Ahli Sipil Struktur Kementerian PPN/Bappenas Tahun Anggaran 2014 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,108 Jt
1071119,Tenaga Ahli Pengawas Sipil Kementerian PPN/Bappenas Tahun Anggaran 2014 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2014 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,108 Jt
1068119,PENYEDIAAN TENAGA ALIH DAYA UNTUK PELAYANAN LOKET Tender Ulang spse 3  Evaluasi UlangJasa Lainnya - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"395,7 Jt"
1066119,Outsourcing Satuan Pengaman Ditjen SDPPI Tahun 2014 Tender Ulang spse 3  Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"2,1 M"
